<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
GAZP,60,20230613,220000,168.1500000
GAZP,60,20230613,230000,168.2200000
GAZP,60,20230614,000000,168.4300000
GAZP,60,20230614,110000,168.4600000
GAZP,60,20230614,120000,167.8400000
GAZP,60,20230614,130000,167.8000000
GAZP,60,20230614,140000,167.4100000
GAZP,60,20230614,150000,167.4100000
GAZP,60,20230614,160000,167.7700000
GAZP,60,20230614,170000,167.7400000
GAZP,60,20230614,180000,167.8800000
GAZP,60,20230614,190000,167.5000000
GAZP,60,20230614,200000,167.4800000
GAZP,60,20230614,210000,167.9300000
GAZP,60,20230614,220000,167.8000000
GAZP,60,20230614,230000,167.8500000
GAZP,60,20230615,000000,167.8800000
GAZP,60,20230615,110000,167.1800000
GAZP,60,20230615,120000,167.0300000
GAZP,60,20230615,130000,167.1300000
GAZP,60,20230615,140000,167.5700000
GAZP,60,20230615,150000,169.1400000
GAZP,60,20230615,160000,171.4600000
GAZP,60,20230615,170000,170.9700000
GAZP,60,20230615,180000,170.9900000
GAZP,60,20230615,190000,171.0000000
GAZP,60,20230615,200000,170.7000000
GAZP,60,20230615,210000,170.9100000
GAZP,60,20230615,220000,171.2500000
GAZP,60,20230615,230000,171.3700000
GAZP,60,20230616,000000,171.8600000
GAZP,60,20230616,110000,170.3900000
GAZP,60,20230616,120000,170.6100000
GAZP,60,20230616,130000,169.8200000
GAZP,60,20230616,140000,170.3900000
GAZP,60,20230616,150000,170.4300000
GAZP,60,20230616,160000,169.9300000
GAZP,60,20230616,170000,169.6900000
GAZP,60,20230616,180000,169.6500000
GAZP,60,20230616,190000,170.4800000
GAZP,60,20230616,200000,170.1000000
GAZP,60,20230616,210000,169.8300000
GAZP,60,20230616,220000,169.9300000
GAZP,60,20230616,230000,169.7700000
GAZP,60,20230617,000000,169.8700000
GAZP,60,20230619,110000,168.9900000
GAZP,60,20230619,120000,169.2500000
GAZP,60,20230619,130000,169.5000000
GAZP,60,20230619,140000,170.7600000
GAZP,60,20230619,150000,170.6900000
GAZP,60,20230619,160000,170.3900000
GAZP,60,20230619,170000,170.1300000
GAZP,60,20230619,180000,169.7800000
GAZP,60,20230619,190000,170.6500000
GAZP,60,20230619,200000,170.1600000
GAZP,60,20230619,210000,170.0900000
GAZP,60,20230619,220000,170.1000000
GAZP,60,20230619,230000,170.2100000
GAZP,60,20230620,000000,170.1900000
GAZP,60,20230620,110000,169.7200000
GAZP,60,20230620,120000,169.8200000
GAZP,60,20230620,130000,169.4200000
GAZP,60,20230620,140000,169.9400000
GAZP,60,20230620,150000,170.5900000
GAZP,60,20230620,160000,169.7000000
GAZP,60,20230620,170000,169.9000000
GAZP,60,20230620,180000,169.8900000
GAZP,60,20230620,190000,169.6500000
GAZP,60,20230620,200000,169.5700000
GAZP,60,20230620,210000,169.7500000
GAZP,60,20230620,220000,169.8100000
GAZP,60,20230620,230000,169.6900000
GAZP,60,20230621,000000,169.6400000
GAZP,60,20230621,110000,169.2700000
GAZP,60,20230621,120000,169.8300000
GAZP,60,20230621,130000,170.0700000
GAZP,60,20230621,140000,170.6400000
GAZP,60,20230621,150000,170.6000000
GAZP,60,20230621,160000,171.1700000
GAZP,60,20230621,170000,170.7800000
GAZP,60,20230621,180000,170.4000000
GAZP,60,20230621,190000,170.5200000
GAZP,60,20230621,200000,170.4000000
GAZP,60,20230621,210000,170.1800000
GAZP,60,20230621,220000,170.6100000
GAZP,60,20230621,230000,170.4000000
GAZP,60,20230622,000000,170.2000000
GAZP,60,20230622,110000,170.1000000
GAZP,60,20230622,120000,170.3800000
GAZP,60,20230622,130000,170.4200000
GAZP,60,20230622,140000,170.0000000
GAZP,60,20230622,150000,169.9100000
GAZP,60,20230622,160000,169.7600000
GAZP,60,20230622,170000,169.6900000
GAZP,60,20230622,180000,169.9000000
GAZP,60,20230622,190000,169.7500000
GAZP,60,20230622,200000,169.7400000
GAZP,60,20230622,210000,169.7000000
GAZP,60,20230622,220000,169.7600000
GAZP,60,20230622,230000,168.2000000
GAZP,60,20230623,000000,168.4100000
GAZP,60,20230623,110000,167.1500000
GAZP,60,20230623,120000,167.9200000
GAZP,60,20230623,130000,168.3300000
GAZP,60,20230623,140000,168.3600000
GAZP,60,20230623,150000,168.8300000
GAZP,60,20230623,160000,168.7300000
GAZP,60,20230623,170000,168.2200000
GAZP,60,20230623,180000,168.2200000
GAZP,60,20230623,190000,168.3300000
GAZP,60,20230623,200000,168.5400000
GAZP,60,20230623,210000,168.7000000
GAZP,60,20230623,220000,166.7300000
GAZP,60,20230623,230000,165.9600000
GAZP,60,20230624,000000,165.8000000
GAZP,60,20230626,110000,165.9100000
GAZP,60,20230626,120000,166.9600000
GAZP,60,20230626,130000,167.7800000
GAZP,60,20230626,140000,167.5400000
GAZP,60,20230626,150000,167.1700000
